date,tmax,tmin,tmean,sun_hrs,snow_depth_cm,precip_mm,rad_W_m2,sl_press_hPA,hum_perc,cc_oktas
20230411,122,59,96,40,0,82,123,10086,77,5
20230412,140,48,85,45,0,8,172,9936,76,7
20230413,106,58,99,96,0,12,220,10019,63,4
20230414,160,36,71,4,0,62,112,10046,85,7
20230415,161,67,113,51,0,0,172,10183,75,7
20230416,175,77,119,34,0,0,173,10262,69,7
20230417,132,104,139,57,0,0,182,10277,72,5
20230418,167,75,103,37,0,0,118,10277,71,7
20230419,162,78,122,73,0,0,182,10250,67,3
20230420,114,43,102,95,0,16,246,10211,65,2
20230421,146,63,88,16,0,38,96,10124,82,6
20230422,153,30,88,41,0,6,146,10056,76,6
20230423,128,84,118,16,0,60,119,10014,79,7
20230424,124,58,93,37,0,118,150,10102,81,7
20230425,115,24,74,89,0,0,233,10184,60,4
20230426,151,48,82,0,0,0,85,10185,65,8
20230427,186,55,103,0,0,80,88,10148,78,6
20230428,191,95,141,16,0,0,141,10117,81,7
20230429,178,62,127,93,0,0,240,10206,73,2
20230430,181,61,119,61,0,0,195,10210,71,4
20230501,151,105,143,38,0,34,163,10184,72,6
20230502,156,91,121,19,0,0,117,10264,76,5
20230503,190,55,106,128,0,0,299,10257,69,0
20230504,195,77,133,49,0,0,183,10151,72,6
20230505,145,113,154,67,0,18,221,10140,71,5
20230506,206,98,122,0,0,56,71,10138,92,7
20230507,150,122,164,39,0,0,148,10174,77,5
20230508,182,102,126,0,0,90,82,10189,89,6
20230509,180,123,152,10,0,64,132,10109,87,7
20230510,188,92,136,66,0,96,213,10129,82,6
20230511,138,89,138,58,0,0,197,10161,74,5
20230512,140,95,117,12,0,2,109,10228,84,7
20230513,214,94,117,0,0,0,100,10263,84,8
20230514,170,84,149,65,0,24,242,10206,71,6
20230515,175,98,134,88,0,0,251,10204,62,5
20230516,190,68,122,87,0,0,259,10253,62,2
20230517,204,75,132,59,0,0,204,10284,68,4
20230518,179,91,148,71,0,0,234,10281,61,7
20230519,201,101,140,23,0,0,180,10272,67,6
20230520,197,71,136,76,0,0,255,10252,62,3
20230521,197,85,141,58,0,0,219,10218,62,4
20230522,189,120,158,39,0,0,149,10216,56,5
20230523,219,91,140,67,0,0,230,10267,62,2
20230524,194,86,152,128,0,0,308,10259,64,1
20230525,204,116,155,93,0,0,292,10294,63,4
20230526,221,87,146,121,0,0,335,10313,60,2
20230527,227,84,152,137,0,0,336,10263,64,0
20230528,184,90,158,119,0,0,312,10234,55,1
20230529,186,83,133,118,0,0,317,10277,58,1
20230530,196,91,138,72,0,0,284,10294,66,5
20230531,198,103,149,59,0,0,235,10270,71,6
20230601,194,99,148,71,0,0,251,10255,70,6
20230602,228,105,149,91,0,0,292,10245,59,5
20230603,229,74,151,88,0,0,275,10235,64,3
20230604,188,91,160,139,0,0,,10239,57,0
20230605,180,95,142,58,0,0,226,10245,66,6
20230606,227,114,147,31,0,0,169,10236,66,7
20230607,234,106,166,94,0,0,289,10218,67,4
20230608,270,103,169,119,0,0,325,10184,62,2
20230609,310,117,194,116,0,0,317,10140,64,2
20230610,312,131,221,120,0,0,290,10131,58,1
20230611,287,165,239,76,0,128,209,10138,66,4
20230612,288,169,228,60,0,266,237,10144,77,5
20230613,287,142,215,142,0,0,339,10143,52,0
20230614,275,114,201,130,0,0,322,10174,51,0
20230615,281,141,208,118,0,0,300,10200,54,1
20230616,262,152,216,122,0,0,326,10191,48,1
20230617,271,146,204,75,0,10,253,10141,56,4
20230618,250,168,219,41,0,26,188,10090,76,7
20230619,229,145,198,92,0,40,285,10105,71,4
20230620,258,169,199,39,0,0,166,10082,74,6
20230621,290,154,206,100,0,0,268,10159,67,3
20230622,276,145,218,96,0,0,301,10188,65,4
20230623,292,164,220,103,0,0,299,10233,63,2
20230624,313,160,226,81,0,0,267,10227,66,4
20230625,233,159,236,130,0,0,333,10145,56,1
20230626,232,139,186,81,0,0,254,10198,58,3
20230627,266,144,188,23,0,0,178,10209,65,7
20230628,230,183,224,7,0,90,112,10170,75,8
20230629,194,150,190,48,0,2,208,10160,70,7
20230630,232,118,156,11,0,6,128,10119,74,6
20230701,222,158,195,24,0,0,198,10064,68,8
20230702,216,120,171,76,0,0,263,10117,59,4
20230703,187,122,169,57,0,0,220,10110,61,6
20230704,216,136,161,9,0,202,99,10100,79,8
20230705,228,100,158,58,0,4,221,10113,71,5
20230706,297,112,170,71,0,0,249,10160,61,4
20230707,268,103,200,138,0,0,335,10153,52,0
20230708,246,194,231,32,0,4,157,10150,65,5
20230709,252,164,205,41,0,0,203,10191,68,6
20230710,236,138,195,74,0,8,246,10189,68,5
20230711,232,167,201,25,0,0,193,10100,71,8
20230712,234,136,184,65,0,0,232,10117,68,5
20230713,201,133,184,29,0,6,182,10160,71,5
20230714,224,145,173,0,0,72,56,10081,88,8
20230715,229,154,189,68,0,0,260,10010,72,8
20230716,241,143,186,47,0,18,209,10097,66,6
20230717,243,126,184,106,0,2,311,10177,65,3
20230718,237,124,184,34,0,4,212,10180,65,7
20230719,236,153,195,45,0,0,222,10152,65,7
20230720,220,125,181,82,0,0,262,10154,58,5
20230721,200,123,171,58,0,0,208,10142,61,4
20230722,243,135,168,0,0,90,78,10104,83,8
20230723,177,150,196,78,0,8,236,10032,75,5
20230724,219,147,162,0,0,4,106,10058,81,8
20230725,237,126,172,75,0,0,237,10108,64,6
20230726,229,111,174,76,0,110,221,10118,72,4
20230727,239,151,190,5,0,0,129,10035,84,8
20230728,250,170,204,18,0,2,157,10060,75,8
20230729,211,159,204,56,0,0,213,10065,66,6
20230730,203,145,178,28,0,72,126,10107,79,7
20230731,245,165,184,26,0,8,115,10045,83,6
20230801,212,139,192,55,0,76,218,10013,73,6
20230802,222,150,181,28,0,194,128,9886,89,7
20230803,204,147,184,58,0,0,198,10051,71,6
20230804,190,140,172,9,0,16,150,10171,72,7
20230805,202,132,161,3,0,84,84,10081,86,8
20230806,227,110,156,68,0,0,195,10169,71,3
20230807,189,103,165,111,0,2,261,10194,66,2
20230808,250,119,154,0,0,32,74,10152,90,7
20230809,263,126,188,121,0,0,272,10180,72,2
20230810,253,139,201,105,0,0,248,10191,70,2
20230811,225,177,215,51,0,0,182,10173,73,6
20230812,236,137,181,37,0,0,165,10145,76,6
20230813,224,159,198,25,0,42,164,10138,71,8
20230814,250,150,187,17,0,2,115,10110,84,8
20230815,263,123,186,94,0,0,253,10160,73,3
20230816,246,134,199,83,0,0,218,10202,67,1
20230817,242,154,200,70,0,20,196,10195,74,5
20230818,247,178,210,29,0,30,137,10131,83,8
20230819,259,176,211,71,0,0,210,10140,74,5
20230820,251,149,204,84,0,0,228,10218,74,3
20230821,264,146,199,77,0,0,233,10232,74,5
20230822,276,149,206,91,0,0,241,10206,70,3
20230823,246,148,212,104,0,4,254,10195,66,4
20230824,221,166,206,19,0,0,120,10121,75,6
20230825,211,139,180,60,0,0,196,10099,63,7
20230826,214,117,164,42,0,10,154,10087,78,5
20230827,210,105,159,73,0,2,189,10109,73,4
20230828,215,120,165,48,0,0,166,10147,70,6
20230829,211,144,179,22,0,4,132,10121,72,8
20230830,173,105,158,55,0,0,178,10088,68,5
20230831,229,113,143,1,0,12,85,10098,83,8
20230901,244,140,184,28,0,2,128,10108,85,6
20230902,268,168,206,36,0,0,146,10207,78,5
20230903,300,134,201,112,0,0,227,10266,73,0
20230904,305,161,231,114,0,0,232,10225,65,1
20230905,316,158,231,113,0,0,219,10174,64,0
20230906,323,167,241,99,0,0,187,10186,63,0
20230907,305,187,255,106,0,0,212,10169,63,1
20230908,330,189,247,35,0,0,141,10164,63,6
20230909,303,188,259,108,0,0,198,10157,58,2
20230910,265,189,246,57,0,0,125,10148,71,2
20230911,242,186,226,41,0,0,151,10134,73,6
20230912,216,175,209,4,0,72,94,10140,81,8
20230913,244,139,178,35,0,0,121,10212,71,7
20230914,258,132,188,103,0,0,204,10206,68,2
20230915,270,116,187,78,0,0,161,10147,71,1
20230916,226,139,204,68,0,0,153,10131,68,3
20230917,210,161,194,9,0,148,77,10103,85,7
20230918,202,158,184,38,0,6,114,10025,80,6
20230919,209,125,164,0,0,0,56,10059,79,7
20230920,189,162,186,4,0,268,47,9985,83,8
20230921,187,109,149,69,0,60,145,9958,83,5
20230922,191,103,145,64,0,2,138,10018,80,5
20230923,217,83,137,72,0,0,163,10158,71,2
20230924,228,111,164,9,0,2,97,10177,74,6
20230925,234,157,192,82,0,0,167,10187,74,5
20230926,218,120,177,46,0,0,124,10171,79,6
20230927,196,134,176,10,0,0,80,10135,81,7
20230928,204,153,174,8,0,34,77,10129,73,7
20230929,201,153,179,82,0,0,162,10182,74,5
20230930,222,116,158,49,0,0,125,10244,76,7
20231001,191,146,184,2,0,0,63,10202,84,6
20231002,193,155,173,0,0,12,38,10158,92,8
20231003,190,120,157,70,0,0,128,10191,76,5
20231004,199,110,150,26,0,0,104,10260,75,6
20231005,217,132,166,19,0,0,89,10244,73,7
20231006,254,135,176,61,0,0,120,10232,78,5
20231007,255,143,199,73,0,0,132,10231,75,2
20231008,247,120,188,84,0,0,,10241,73,3
20231009,232,127,187,69,0,0,119,10215,76,2
20231010,202,133,182,80,0,0,127,10172,82,2
20231011,197,144,173,1,0,92,54,10128,85,8
20231012,207,124,161,0,0,114,33,10117,95,8
20231013,139,128,168,16,0,44,58,10021,87,7
20231014,114,71,105,63,0,4,108,10173,77,1
20231015,127,32,73,94,0,0,135,10258,71,1
20231016,153,17,72,30,0,0,84,10218,78,7
20231017,172,65,109,47,0,0,95,10139,67,6
20231018,188,111,142,0,0,104,31,9946,84,8
20231019,187,125,157,7,0,360,53,9836,90,8
20231020,179,141,164,22,0,6,64,9767,90,7
20231021,168,115,147,15,0,44,60,9850,91,7
20231022,152,68,118,79,0,0,110,10052,81,2
20231023,160,66,109,13,0,36,62,10073,87,5
20231024,153,96,128,43,0,14,87,10010,85,5
20231025,170,83,118,36,0,46,77,9960,86,7
20231026,151,88,129,37,0,2,76,9912,88,5
20231027,158,68,109,30,0,4,70,9903,89,5
20231028,122,81,119,28,0,136,67,9875,91,7
20231029,159,88,105,19,0,52,38,9883,89,5
20231030,162,88,123,40,0,2,65,9954,86,4
20231031,146,46,104,25,0,96,63,10003,91,7
20231101,113,99,122,29,0,150,56,9909,86,6
20231102,151,90,102,0,0,56,22,9668,89,8
20231103,142,77,114,17,0,50,45,9820,82,5
20231104,138,34,88,22,0,32,48,9703,91,5
20231105,138,69,103,60,0,0,74,9808,82,5
20231106,134,72,105,69,0,0,78,9986,81,1
20231107,131,55,94,48,0,14,64,10084,85,1
20231108,123,61,96,0,0,40,20,10048,90,8
20231109,98,50,87,32,0,22,52,9971,83,6
20231110,113,62,80,4,0,14,27,9966,86,5
20231111,153,19,66,63,0,0,69,10070,86,1
20231112,162,29,91,0,0,156,19,10038,94,7
20231113,131,70,116,33,0,0,50,9988,80,6
20231114,122,109,120,9,0,106,31,10047,87,3
20231115,87,79,101,58,0,0,63,10163,82,2
20231116,128,44,65,0,0,10,18,10142,92,8
20231117,156,30,79,55,0,36,60,10198,87,4
20231118,147,56,106,0,0,4,17,10113,91,8
20231119,127,112,129,9,0,6,29,10078,80,6
20231120,109,81,104,14,0,2,32,10097,85,6
20231121,114,89,99,0,0,4,16,10230,86,8
20231122,137,52,83,0,0,0,16,10300,88,6
20231123,93,68,102,45,0,0,50,10252,86,4
20231124,66,88,91,22,0,0,36,10217,64,5
20231125,99,-4,31,67,0,0,60,10217,75,2
20231126,100,-13,43,0,0,60,15,10153,94,7
20231127,80,8,54,0,0,20,15,10007,92,8
20231128,76,37,58,42,0,2,46,10094,85,4
20231129,42,20,48,42,0,0,45,10051,84,6
20231130,40,-23,9,9,0,0,25,10033,88,2
20231201,56,-14,13,13,0,0,26,10086,90,4
20231202,86,-14,21,0,0,4,13,10161,96,8
20231203,80,-31,28,0,0,76,13,10104,94,8
20231204,73,55,68,0,0,34,13,9974,95,8
20231205,72,55,64,0,0,4,13,10085,92,8
20231206,89,8,40,53,0,12,45,10175,92,3
20231207,118,13,51,0,0,28,13,10073,89,8
20231208,134,57,88,36,0,66,37,10045,88,4
20231209,125,76,105,9,0,32,22,9969,82,6
20231210,115,75,100,5,0,24,18,10017,82,4
20231211,116,88,102,17,0,62,26,10036,79,6
20231212,82,62,89,10,0,26,22,9979,94,7
20231213,85,76,79,0,0,6,12,10032,89,8
20231214,105,25,55,0,0,6,12,10219,91,7
20231215,115,40,72,0,0,0,12,10358,82,6
20231216,121,55,85,0,0,0,12,10388,90,8
20231217,128,93,107,16,0,0,25,10343,80,8
20231218,123,93,111,0,0,62,12,10284,82,8
20231219,124,106,114,0,0,84,12,10205,92,6
20231220,144,39,82,10,0,0,22,10185,85,5
20231221,126,73,108,3,0,6,16,10085,73,7
20231222,136,88,107,0,0,0,12,10131,74,7
20231223,153,84,110,12,0,8,23,10134,78,7
20231224,129,102,128,0,0,28,12,10065,85,8
20231225,121,116,122,0,0,18,12,10074,90,8
20231226,124,62,92,12,0,12,23,10154,83,5
20231227,126,55,89,0,0,46,12,10067,89,8
20231228,119,97,112,2,0,48,15,10051,81,7
20231229,122,92,106,7,0,0,20,10071,78,6
20231230,107,56,89,0,0,56,12,10046,87,7
20231231,124,57,82,5,0,16,18,9891,85,7
